GDP,CPI,TAMIT,RS,HS,PPI,MTIS,U,MS,PI
1481.03,-0.21,997.6,483.82,0.86,-0.4,1363.07,4.9,1013.82,256.46
1464.99,-0.27,997.72,482.22,0.85,-0.35,1333.17,5.42,997.19,250.11
1492.66,-0.28,997.67,458.8,1.05,-0.35,1277.55,5.85,1017.42,250.81
1472.79,-0.2,997.7,459.75,1.07,-0.38,1262.85,5.43,1052.01,246.86
1368.26,-0.23,997.67,455.47,1.04,-0.4,1265.63,4.78,1029.76,250.09
1387.86,-0.2,997.64,459.68,1.02,-0.43,1303.54,4.69,1045.67,255.92
1450.9,-0.29,997.62,468.46,0.91,-0.42,1316.31,4.66,1059.13,247.46
1435.67,-0.21,997.6,483.32,0.79,-0.4,1345.1,4.35,1065.48,250.71
1424.98,-0.16,997.61,482.06,0.66,-0.37,1248.06,4.05,1100.9,254.84
1344.91,-0.18,997.64,494.72,0.66,-0.34,1302.83,3.96,1132.82,272.03
1425.98,-0.21,997.63,478.29,0.7,-0.33,1279.11,4.03,1128.08,268.92
1365.96,-0.17,997.62,470.56,0.67,-0.32,1278.89,4.13,1139.51,278.99
1373.6,-0.16,997.62,442.93,0.92,-0.31,1226.97,4.59,1096.18,308.93
1421.55,-0.12,997.76,443.47,1.05,-0.39,1207.89,5.34,1077.49,327.08
1348.62,-0.0,997.75,422.21,1.09,-0.43,1181.19,6.51,1111.85,307.71
1287.15,-0.01,997.71,399.6,1.0,-0.51,1195.23,6.41,1109.35,291.55
1350.59,-0.02,997.73,413.5,0.87,-0.46,1271.48,6.56,1085.4,304.38
1329.31,-0.08,997.77,414.67,0.95,-0.46,1277.74,6.11,1041.76,314.66
1361.47,-0.13,997.78,418.95,1.02,-0.54,1266.73,6.0,996.41,316.47
1415.45,-0.15,997.78,466.53,1.13,-0.52,1229.38,5.09,1023.26,327.38
1485.02,-0.1,997.77,488.76,1.17,-0.58,1265.58,6.39,1041.65,298.38
1507.37,-0.09,997.71,501.04,1.25,-0.58,1287.34,5.37,1052.32,296.48
1530.82,-0.14,997.67,510.43,1.26,-0.56,1245.31,5.47,1018.88,303.11
1562.96,-0.19,997.66,502.69,1.24,-0.57,1177.62,5.09,1036.66,305.66
1581.86,-0.21,997.64,538.03,1.18,-0.49,1166.25,5.58,1042.06,285.44
1587.27,-0.13,997.61,500.75,1.07,-0.53,1233.8,5.93,1010.27,283.13
1576.25,-0.15,997.62,525.35,1.2,-0.48,1254.89,5.8,1014.48,288.31
1494.73,-0.17,997.63,509.65,1.11,-0.48,1265.39,6.73,994.07,294.34
1498.48,-0.21,997.61,497.77,1.1,-0.48,1289.1,6.85,1005.75,311.73
1483.53,-0.2,997.59,474.41,1.13,-0.51,1292.05,6.49,977.56,302.19
1548.42,-0.3,997.57,473.81,1.04,-0.46,1257.08,7.05,990.17,279.46
1587.5,-0.24,997.53,446.78,0.94,-0.43,1251.73,6.78,963.65,285.21
1646.21,-0.31,997.53,445.5,0.85,-0.47,1323.27,7.29,914.36,274.17
1678.89,-0.27,997.49,434.6,0.95,-0.42,1404.92,7.89,949.3,299.0
1682.49,-0.25,997.47,437.43,1.03,-0.49,1415.56,7.26,929.6,277.42
1674.52,-0.27,997.44,416.89,0.92,-0.49,1425.14,8.44,941.06,261.28
1641.25,-0.36,997.4,390.08,0.93,-0.5,1474.39,8.58,942.77,272.86
1722.06,-0.29,997.34,384.7,0.88,-0.58,1463.99,8.51,959.73,283.59
1610.32,-0.25,997.3,380.52,0.86,-0.55,1440.83,8.45,962.44,288.04
1633.66,-0.31,997.28,360.47,0.94,-0.51,1399.25,9.81,1002.64,298.65
1803.4,-0.27,997.23,350.46,0.85,-0.5,1362.95,8.45,1013.87,309.77
1850.71,-0.34,997.2,341.36,0.91,-0.4,1338.51,7.74,1026.21,323.34
1800.8,-0.31,997.14,373.71,0.87,-0.49,1342.49,7.57,971.53,338.26
1774.94,-0.23,997.12,383.46,1.06,-0.5,1344.42,7.4,948.62,336.59
1790.14,-0.25,997.16,373.81,0.94,-0.45,1275.1,6.94,944.26,341.39
1822.81,-0.19,997.15,380.03,0.9,-0.45,1345.49,6.24,948.64,345.0
1718.07,-0.19,997.11,364.6,0.91,-0.46,1263.55,5.92,952.88,338.44
1707.65,-0.29,997.1,365.54,0.84,-0.45,1297.49,5.72,973.52,330.4
1690.8,-0.25,997.06,334.99,0.79,-0.43,1346.44,5.42,969.47,323.17
1636.45,-0.17,997.05,355.4,0.77,-0.43,1377.18,5.36,969.74,341.32
1585.03,-0.19,997.04,362.4,0.74,-0.4,1330.76,5.09,872.27,336.72
1604.98,-0.18,997.04,392.81,0.64,-0.43,1282.56,5.67,927.81,315.82
1567.24,-0.24,997.06,384.15,0.53,-0.5,1385.66,6.52,969.64,302.63
1538.7,-0.29,997.06,385.7,0.52,-0.53,1364.38,5.61,975.07,298.56
1504.79,-0.26,997.0,388.55,0.51,-0.53,1320.83,5.29,964.72,312.66
1571.62,-0.22,996.96,404.72,0.55,-0.39,1278.81,5.21,974.65,300.95
1602.77,-0.25,996.95,390.18,0.63,-0.42,1251.87,5.27,985.79,276.73
1541.33,-0.13,996.95,365.6,0.81,-0.4,1271.75,5.74,988.86,265.93
1635.92,-0.1,997.04,381.72,0.8,-0.4,1270.74,6.19,1006.2,263.29
1648.88,-0.15,997.04,377.38,0.89,-0.42,1341.57,5.63,1033.18,257.01
1616.35,-0.16,997.03,417.6,1.0,-0.43,1329.87,6.04,1027.36,245.79
1646.24,-0.16,997.05,407.12,0.82,-0.45,1336.15,5.91,1038.77,239.16
1647.23,-0.15,997.11,431.64,0.76,-0.47,1311.56,5.2,1046.88,211.93
1607.96,-0.15,997.09,458.21,0.95,-0.42,1346.96,4.9,1079.69,219.4
1639.03,-0.16,997.16,460.47,0.92,-0.35,1343.45,5.22,1115.14,213.06
1677.06,-0.12,997.15,482.55,0.91,-0.43,1392.61,4.7,1114.24,215.52
1657.89,-0.15,997.13,472.64,0.76,-0.44,1394.62,5.4,1116.28,204.16
1562.12,-0.13,997.15,487.38,0.76,-0.47,1410.66,6.2,1070.98,222.13
1636.62,-0.11,997.13,453.78,0.76,-0.39,1487.18,6.67,1017.52,232.7
1642.19,-0.14,997.13,417.86,0.83,-0.29,1446.46,6.38,1028.81,244.22
1627.76,-0.17,997.14,427.2,0.97,-0.38,1357.98,6.0,1105.35,235.47
1598.06,-0.17,997.16,418.78,1.06,-0.35,1388.98,5.82,1083.92,245.54
1614.55,-0.17,997.16,450.22,1.24,-0.4,1363.83,5.76,1040.72,251.87
1589.21,-0.13,997.2,458.62,1.13,-0.43,1345.21,5.77,1054.47,268.33
1546.43,-0.18,997.21,461.51,1.11,-0.48,1305.14,4.88,1084.45,258.53
1503.09,-0.23,997.16,471.55,1.15,-0.54,1276.74,5.97,1065.97,265.65
1554.41,-0.22,997.09,436.69,1.05,-0.57,1256.92,6.87,1067.64,239.08
1574.25,-0.18,997.06,469.22,1.02,-0.47,1256.1,5.63,1034.09,275.23
1512.83,-0.21,997.0,452.02,1.05,-0.47,1278.25,5.34,1041.84,276.73
1584.7,-0.2,996.98,437.3,1.15,-0.55,1293.1,5.17,1080.46,279.42
1586.04,-0.23,996.98,396.77,1.29,-0.52,1371.35,5.49,1084.87,293.46
1506.71,-0.25,996.98,376.91,1.3,-0.44,1328.46,5.58,1067.0,307.26
1519.17,-0.23,996.96,393.28,1.2,-0.42,1212.39,5.8,1133.26,303.87
1499.38,-0.23,996.94,375.06,1.22,-0.43,1231.1,6.49,1130.42,318.51
1416.73,-0.13,996.9,435.53,1.11,-0.47,1269.64,6.87,1157.3,328.97
1525.89,-0.22,996.95,391.84,1.1,-0.47,1208.47,6.79,1094.07,339.63
1512.26,-0.21,996.95,381.99,1.04,-0.44,1215.43,6.65,1047.8,342.89
1505.7,-0.17,996.94,390.39,1.01,-0.44,1231.45,5.85,999.96,323.79
1579.74,-0.18,996.91,425.96,0.95,-0.48,1202.49,5.7,985.99,295.58
1555.4,-0.19,996.92,442.99,0.95,-0.56,1252.13,5.76,959.46,285.44
1554.58,-0.26,996.9,426.34,0.89,-0.48,1223.14,5.97,945.7,288.28
1583.16,-0.15,996.87,426.26,0.83,-0.61,1226.82,6.13,927.1,294.87
1566.88,-0.18,996.87,415.2,0.93,-0.58,1193.95,5.96,988.87,263.05
1566.77,-0.28,996.89,429.75,1.09,-0.53,1199.53,5.55,978.92,262.75
1465.34,-0.26,996.88,468.82,1.3,-0.45,1288.27,5.59,946.88,248.85
1543.76,-0.24,996.92,503.34,1.04,-0.53,1219.75,6.5,914.52,258.91
1584.67,-0.22,996.95,496.79,1.1,-0.54,1224.46,6.54,974.01,268.77
1619.74,-0.32,996.94,485.99,1.02,-0.5,1213.22,7.14,978.62,261.34
1736.73,-0.31,996.89,473.44,1.05,-0.53,1220.51,6.73,974.83,251.74
1693.67,-0.25,996.85,469.48,1.25,-0.5,1243.12,6.19,1003.44,256.74
1650.55,-0.21,996.86,437.04,1.29,-0.59,1184.7,5.76,1032.71,266.01
1604.85,-0.21,996.84,436.21,1.26,-0.55,1093.56,5.84,1071.08,268.12
1605.66,-0.23,996.82,442.15,1.09,-0.53,1148.39,5.61,1063.77,260.89
1621.4,-0.28,996.82,458.31,1.11,-0.49,1184.47,5.56,1068.38,274.0
1600.48,-0.26,996.79,445.96,1.08,-0.51,1261.83,5.23,1110.8,256.86
1618.04,-0.25,996.75,457.87,1.09,-0.52,1186.25,5.79,1105.81,278.98
1535.44,-0.2,996.7,450.96,1.2,-0.41,1151.42,6.43,1047.06,292.27
1539.06,-0.27,996.69,463.98,1.16,-0.47,1146.15,6.79,1052.28,286.56
1488.26,-0.18,996.65,453.37,1.29,-0.54,1127.69,8.07,1055.28,257.78
1476.6,-0.18,996.61,424.26,1.23,-0.57,1167.77,7.12,1093.01,257.84
1507.23,-0.21,996.59,456.18,1.21,-0.61,1166.58,6.65,1056.35,263.94
1501.46,-0.19,996.57,445.04,1.34,-0.62,1135.15,7.28,1076.45,259.67
1482.99,-0.2,996.56,440.43,1.37,-0.61,1079.92,6.74,1059.39,269.43
1468.35,-0.17,996.53,452.29,1.4,-0.55,1073.76,6.78,1063.0,276.19
1475.36,-0.14,996.52,490.13,1.22,-0.57,1102.66,6.12,1066.76,276.2
1395.37,-0.13,996.54,443.61,1.2,-0.55,1146.19,5.9,1026.04,261.62
1298.84,-0.15,996.55,464.25,1.15,-0.55,1166.31,5.96,1087.82,250.19
1339.63,-0.09,996.56,470.06,1.15,-0.56,1106.46,5.59,1127.83,249.65
1367.13,-0.07,996.55,477.11,1.09,-0.59,1144.29,7.15,1148.45,240.03
1342.97,-0.07,996.48,483.21,0.98,-0.6,1174.78,7.73,1112.15,251.14
1395.23,-0.08,996.49,461.19,0.9,-0.63,1145.01,7.78,1077.32,234.97
1425.05,-0.03,996.51,459.89,1.16,-0.64,1159.41,7.33,1075.33,239.79
1480.67,-0.05,996.61,468.99,1.11,-0.54,1132.26,6.59,1045.4,239.47
1479.26,-0.11,996.6,452.55,1.07,-0.52,1049.11,6.84,982.45,243.61
1499.6,-0.09,996.6,386.86,1.03,-0.4,1032.39,7.11,962.07,238.75
1485.67,-0.09,996.63,391.25,1.15,-0.4,1101.71,7.08,982.02,245.12
1400.36,-0.12,996.64,401.42,1.18,-0.31,1134.42,6.36,991.49,240.24
1448.71,-0.19,996.63,426.89,1.2,-0.31,1164.99,6.97,998.39,238.01
1469.25,-0.12,996.61,384.99,1.08,-0.3,1147.46,7.34,995.22,234.99
1485.01,-0.06,996.63,378.81,1.08,-0.34,1128.76,6.87,970.21,265.53
1528.12,-0.01,996.63,384.15,0.91,-0.31,1171.59,6.99,999.08,249.27
1523.57,0.06,996.67,371.08,0.98,-0.37,1191.72,6.39,1018.46,233.25
1576.74,0.06,996.67,381.89,0.97,-0.43,1255.08,6.68,1010.1,238.77
1665.96,0.03,996.67,372.2,1.0,-0.4,1308.28,5.98,1037.08,243.56
1581.42,-0.0,996.66,388.32,1.13,-0.47,1307.09,6.81,1018.8,256.79
1503.53,-0.05,996.68,370.19,1.25,-0.55,1314.13,6.94,1008.92,232.27
1541.07,-0.06,996.7,354.34,1.28,-0.44,1278.37,7.03,981.72,262.06
1561.53,0.04,996.7,356.31,1.16,-0.48,1243.95,6.56,969.68,260.63
1599.9,0.03,996.71,348.08,1.07,-0.55,1280.07,6.07,978.83,264.17
1528.8,0.03,996.71,408.74,1.21,-0.53,1261.02,6.46,1016.65,259.91
1534.83,-0.07,996.78,405.18,1.21,-0.52,1304.03,6.34,1030.36,285.34
1528.19,-0.1,996.78,425.21,1.17,-0.58,1322.18,5.89,1030.96,283.07
1518.05,-0.07,996.77,452.96,1.1,-0.53,1323.5,6.16,1030.41,267.34
1543.19,-0.05,996.78,432.75,1.05,-0.49,1330.42,5.25,1027.89,268.53
1509.41,-0.04,996.75,420.4,1.19,-0.48,1319.12,5.71,1035.98,270.19
1541.92,0.03,996.76,401.26,1.22,-0.54,1267.69,6.37,1049.68,277.36
1475.39,0.02,996.75,374.33,1.27,-0.51,1267.69,6.75,1057.67,258.85
1475.33,-0.01,996.76,373.87,1.16,-0.55,1283.12,6.65,1053.59,259.04
1510.29,-0.07,996.77,409.85,1.15,-0.52,1311.58,5.92,1020.57,266.32
1487.24,-0.02,996.77,404.29,1.18,-0.52,1321.71,6.34,1030.36,265.66
1580.38,-0.0,996.76,437.51,1.18,-0.59,1290.82,5.85,1040.99,248.94
1465.99,-0.08,996.77,439.73,1.11,-0.51,1365.22,5.96,1017.56,223.82
1501.18,-0.09,996.78,451.42,1.07,-0.46,1394.89,7.02,1030.65,240.41
1527.46,-0.08,996.75,450.36,1.15,-0.39,1391.87,6.91,1082.51,242.5
1443.87,-0.07,996.76,439.89,1.07,-0.28,1394.95,7.76,1070.53,250.76
1513.45,-0.09,996.75,431.94,1.15,-0.2,1363.76,7.49,1021.98,264.19
1528.39,-0.06,996.76,416.01,1.14,-0.21,1375.87,7.86,967.91,240.49
1497.87,0.01,996.76,424.39,1.09,-0.21,1425.49,7.78,870.43,233.82
1478.87,0.11,996.79,429.08,1.23,-0.21,1394.8,7.85,892.48,235.44
1436.16,0.14,996.8,458.04,1.28,-0.28,1438.34,6.7,931.67,251.5
1368.95,0.2,996.78,494.32,1.1,-0.19,1470.24,6.82,968.9,237.41
1341.39,0.06,996.81,482.49,1.14,-0.09,1471.92,6.98,1001.73,217.84
1383.28,-0.01,996.81,472.9,1.2,-0.16,1422.91,5.69,1000.87,246.38
1433.86,0.01,996.77,444.24,1.2,-0.13,1426.31,4.59,1014.06,244.34
1477.38,0.04,996.71,443.47,1.1,-0.09,1343.22,4.5,1050.94,244.23
1483.38,0.03,996.72,424.39,1.17,-0.15,1308.99,3.98,1003.44,233.13
1449.8,0.03,996.72,392.66,1.25,-0.18,1316.92,3.74,972.7,213.25
1403.16,0.11,996.73,420.73,1.18,-0.31,1311.75,3.53,967.33,242.11
1466.33,0.06,996.74,428.61,1.18,-0.36,1292.23,3.94,1003.51,245.88
1388.9,-0.0,996.72,452.79,1.23,-0.45,1292.88,3.86,990.05,226.5
1458.0,0.02,996.74,437.43,1.27,-0.41,1284.65,4.97,978.44,215.5
1466.28,-0.03,996.66,427.22,1.29,-0.34,1286.4,5.04,941.32,244.86
1462.64,-0.06,996.66,434.85,1.12,-0.42,1284.17,5.8,926.5,229.6
1364.16,-0.08,996.67,407.74,1.24,-0.36,1296.09,6.46,931.41,245.78
1390.58,-0.15,996.69,400.74,1.38,-0.34,1330.14,6.31,908.23,246.36
1491.82,-0.12,996.7,399.16,1.45,-0.36,1326.83,5.7,879.25,275.4
1620.84,-0.11,996.69,379.44,1.41,-0.43,1332.38,6.42,877.19,285.07
1740.42,-0.13,996.69,357.41,1.42,-0.5,1323.43,6.0,821.8,281.48
1749.64,-0.09,996.7,391.03,1.27,-0.52,1296.8,5.83,852.16,300.24
1773.59,-0.1,996.72,408.45,1.16,-0.58,1226.2,6.05,871.53,305.63
1834.91,-0.14,996.73,424.35,1.23,-0.54,1266.01,5.71,871.59,326.34
1815.82,-0.11,996.72,420.39,1.24,-0.47,1271.25,6.98,912.35,319.27
1815.29,-0.1,996.67,435.63,1.33,-0.43,1206.1,6.96,907.66,333.08
1815.91,-0.17,996.67,448.21,1.23,-0.4,1233.43,7.34,940.69,329.48
1851.03,-0.15,996.66,432.78,1.35,-0.34,1195.18,7.08,977.96,316.25
1826.51,-0.16,996.67,446.27,1.38,-0.32,1137.14,7.34,1008.51,331.55
1743.11,-0.08,996.65,471.43,1.43,-0.35,1089.15,7.67,1011.64,306.54
1731.99,-0.19,996.66,485.09,1.47,-0.4,1116.0,7.3,1030.82,312.36
1711.01,-0.06,996.64,490.03,1.42,-0.41,1151.86,7.73,1029.68,313.51
1760.46,-0.04,996.63,478.27,1.29,-0.44,1182.41,7.72,1029.56,307.4
1726.47,-0.01,996.65,466.15,1.28,-0.46,1187.24,7.43,1069.32,282.74
1705.71,-0.03,996.65,444.16,1.26,-0.43,1184.11,7.69,1100.98,305.43
1628.18,-0.01,996.66,456.44,1.24,-0.42,1262.01,8.23,1095.04,316.23
1657.59,-0.06,996.65,466.93,1.1,-0.44,1289.98,7.75,1060.63,309.73
1661.88,-0.08,996.67,484.79,1.17,-0.5,1327.38,7.47,1028.43,309.33
1718.13,-0.07,996.68,498.7,1.14,-0.51,1369.92,8.05,1047.54,309.1
1643.98,-0.03,996.67,467.22,1.06,-0.58,1342.09,8.03,1042.18,287.53
1690.15,0.0,996.69,483.48,1.23,-0.63,1305.83,7.19,1079.86,306.17
1697.42,0.04,996.72,454.29,1.1,-0.57,1321.23,7.31,1020.09,302.74
1702.8,-0.0,996.75,468.65,1.04,-0.62,1290.54,6.47,979.66,302.86
1778.42,-0.03,996.74,457.65,1.03,-0.54,1346.22,6.59,1003.91,305.46
1691.02,-0.04,996.74,485.6,0.96,-0.51,1256.36,6.39,1061.98,290.72
1737.14,-0.07,996.75,475.13,0.9,-0.49,1261.35,6.27,1085.88,270.66
1755.42,-0.08,996.76,462.37,0.87,-0.48,1275.09,6.07,1068.13,267.34
1730.21,-0.06,996.76,471.67,0.99,-0.49,1290.15,6.5,1072.04,257.61
1768.75,-0.05,996.78,475.44,0.93,-0.56,1168.35,6.24,1095.2,260.64
1659.25,-0.1,996.77,460.19,1.0,-0.45,1081.49,5.83,1046.56,251.14
1720.89,-0.13,996.78,442.77,0.94,-0.41,1095.48,4.8,1059.67,273.67
1689.09,-0.13,996.73,447.53,1.06,-0.6,1048.04,5.58,1019.48,273.14
1694.93,-0.09,996.72,459.57,1.07,-0.71,1105.3,5.96,997.84,279.91
1624.88,-0.06,996.71,438.76,1.12,-0.73,1072.09,5.55,1016.16,299.57
1621.23,-0.03,996.71,457.14,0.93,-0.76,1088.5,5.75,1078.3,315.81
1632.37,-0.08,996.77,446.13,1.01,-0.68,1108.03,5.54,1084.11,322.26
1650.22,-0.12,996.78,465.08,1.2,-0.63,1146.97,5.75,1085.64,330.84
1575.75,-0.02,996.82,472.29,1.2,-0.58,1177.2,5.46,1060.59,315.14
1513.13,0.0,996.82,481.27,1.14,-0.55,1153.47,5.36,998.32,310.08
1551.99,-0.04,996.83,459.13,1.12,-0.53,1182.6,4.5,1001.36,304.91
1569.06,-0.02,996.8,430.97,1.31,-0.58,1190.64,4.72,979.72,305.95
1534.87,0.0,996.84,455.41,1.32,-0.68,1112.48,5.18,983.09,296.06
1539.94,0.02,996.83,459.95,1.19,-0.57,1109.03,5.36,990.13,308.64
1557.8,0.01,996.85,436.21,1.18,-0.5,1146.83,5.9,976.89,305.22
1576.99,-0.0,996.84,440.02,1.15,-0.44,1215.47,5.51,995.26,291.94
1580.63,-0.0,996.83,421.96,1.21,-0.43,1156.16,5.48,959.4,278.78
1552.84,0.02,996.84,425.05,1.21,-0.39,1169.36,4.61,999.43,269.57
1520.0,0.02,996.8,462.78,1.14,-0.33,1166.06,5.36,1027.38,265.1
1506.14,-0.02,996.79,444.68,1.16,-0.25,1210.02,4.9,1017.29,261.32
1440.35,-0.07,996.78,468.93,1.21,-0.28,1192.17,4.99,1075.01,251.76
1435.36,-0.09,996.79,492.3,1.35,-0.32,1215.6,4.7,1031.83,266.9
1479.66,-0.1,996.81,530.39,1.24,-0.3,1243.21,4.63,1048.37,262.48
1527.84,-0.04,996.82,556.36,1.4,-0.36,1254.79,5.7,1015.03,285.72
1549.04,0.05,996.8,555.58,1.16,-0.36,1191.74,6.05,1043.41,287.42
1528.71,0.13,996.85,552.55,1.2,-0.35,1230.68,6.18,1042.78,270.15
1482.26,0.14,996.84,549.6,1.12,-0.37,1232.01,6.09,1017.52,263.14
1455.09,0.18,996.84,544.68,0.96,-0.34,1248.05,6.13,954.28,262.21
1466.07,0.17,996.87,518.82,1.02,-0.27,1257.46,4.92,933.03,299.89
1510.67,0.15,996.81,488.0,1.02,-0.32,1259.43,4.5,940.74,285.71
1552.11,0.02,996.79,454.91,0.98,-0.29,1359.54,4.36,959.11,296.25
1494.68,-0.02,996.8,453.75,0.96,-0.23,1393.75,3.82,965.39,289.59
1539.32,-0.03,996.78,437.22,1.07,-0.21,1432.44,5.26,953.19,291.47
1527.47,0.08,996.66,453.69,1.17,-0.3,1413.17,4.64,997.56,287.97
1478.73,0.04,996.66,478.02,1.14,-0.23,1378.71,5.17,1037.35,270.3
1404.04,0.01,996.65,482.83,1.09,-0.27,1406.96,5.0,1029.34,295.17
1440.47,-0.08,996.66,450.99,1.11,-0.3,1410.14,5.03,1067.08,288.64
1449.96,-0.06,996.66,445.73,0.97,-0.28,1402.05,5.16,1055.08,275.07
1504.96,-0.17,996.7,451.75,0.97,-0.31,1353.25,4.92,1060.22,270.91
1558.77,-0.11,996.68,443.19,0.89,-0.26,1308.32,5.32,1034.59,273.04
1494.25,-0.13,996.68,469.28,0.89,-0.29,1211.62,5.43,1062.05,297.63
1499.77,-0.2,996.67,446.17,0.87,-0.26,1219.02,5.28,1118.54,305.89
1529.75,-0.1,996.66,485.75,1.03,-0.31,1270.13,4.85,1143.01,311.34
1507.4,-0.16,996.71,443.48,0.98,-0.31,1352.78,4.89,1091.53,336.52
1567.71,-0.15,996.71,477.41,0.93,-0.34,1351.37,4.91,1088.02,327.82
1469.57,-0.09,996.71,470.07,1.03,-0.36,1405.59,5.82,1082.29,350.36
1485.75,-0.05,996.7,452.86,1.09,-0.38,1381.44,5.95,1022.3,359.33
1438.17,-0.17,996.71,414.61,0.98,-0.3,1413.61,7.12,1016.75,353.74
1390.02,-0.19,996.68,436.54,1.07,-0.26,1434.08,8.05,1005.33,340.86
1405.24,-0.2,996.66,421.0,0.92,-0.27,1388.97,8.9,1014.25,332.66
1395.87,-0.15,996.66,411.41,0.82,-0.37,1399.77,9.51,1004.86,302.03
1428.03,-0.2,996.67,413.9,1.01,-0.3,1294.67,9.12,1003.12,283.65
1411.14,-0.22,996.71,403.59,0.86,-0.31,1312.39,9.62,1017.09,285.65
1494.08,-0.23,996.72,399.62,0.93,-0.37,1382.32,8.87,1024.73,282.77
1566.9,-0.19,996.7,455.98,0.85,-0.43,1435.76,7.87,1066.27,271.72
1513.71,-0.22,996.71,450.04,0.78,-0.47,1311.54,7.87,1056.38,257.99
1507.41,-0.2,996.69,457.12,0.79,-0.44,1299.11,8.18,1007.84,236.0
1591.73,-0.27,996.67,463.65,0.89,-0.46,1388.35,7.98,984.6,237.14
1610.04,-0.3,996.67,475.77,0.97,-0.47,1356.21,8.6,932.23,236.46
1650.81,-0.34,996.63,466.0,0.97,-0.5,1321.05,8.77,980.28,252.9
1672.2,-0.37,996.58,444.4,1.05,-0.54,1314.69,8.68,1000.83,273.3
1599.58,-0.34,996.52,451.51,1.04,-0.54,1384.6,8.48,1008.59,289.24
1590.37,-0.29,996.47,466.91,1.06,-0.52,1434.28,7.74,990.18,284.35
1587.55,-0.26,996.42,450.75,1.01,-0.47,1390.76,7.96,986.34,273.11
1580.88,-0.29,996.39,470.84,1.06,-0.45,1405.26,8.44,1002.84,289.28
1606.82,-0.3,996.35,536.4,1.11,-0.39,1412.22,9.19,1018.86,289.88
1679.25,-0.27,996.32,525.61,1.25,-0.46,1375.51,7.66,1009.62,306.87
1666.72,-0.2,996.27,512.38,1.2,-0.44,1393.15,7.31,977.77,312.19
1678.89,-0.2,996.26,494.12,1.11,-0.43,1403.87,6.72,988.73,291.66
1630.32,-0.28,996.24,527.49,1.09,-0.38,1381.22,6.19,1012.97,276.9
1550.75,-0.28,996.2,521.67,1.11,-0.36,1359.41,7.57,991.03,265.39
1572.62,-0.22,996.11,500.58,1.16,-0.38,1310.75,7.01,1019.91,255.42
1609.38,-0.25,996.09,502.47,1.11,-0.42,1323.8,6.92,1029.93,277.59
1515.84,-0.26,996.06,490.61,1.26,-0.42,1339.4,6.56,995.55,276.94
1603.09,-0.2,996.06,481.81,1.27,-0.39,1338.01,6.5,1004.16,280.49
1592.03,-0.09,996.05,495.95,1.26,-0.44,1326.84,6.61,1031.96,293.48
1592.66,-0.04,996.05,498.93,1.28,-0.43,1364.39,6.61,975.6,294.22
1693.37,-0.03,996.05,495.33,1.3,-0.42,1407.14,6.26,971.93,299.33
1708.56,0.07,996.06,488.25,1.48,-0.41,1372.61,6.01,950.01,284.83
1645.3,0.15,996.08,471.63,1.45,-0.38,1333.53,6.08,933.3,290.05
1564.47,0.16,996.07,471.24,1.34,-0.39,1348.62,5.46,926.65,289.63
1561.88,0.13,996.06,476.78,1.2,-0.39,1245.08,5.15,924.78,277.98
1541.19,0.22,996.06,470.27,1.09,-0.4,1242.57,4.87,941.92,268.79
1576.05,0.22,996.05,456.04,1.04,-0.42,1200.93,5.2,983.06,275.44
1631.42,0.21,996.02,465.31,1.27,-0.41,1193.94,5.9,1012.91,292.43
1626.72,0.21,996.05,490.81,1.47,-0.31,1184.09,6.06,1036.54,267.96
1625.06,0.21,996.07,439.95,1.56,-0.3,1245.64,6.19,1028.6,276.58
1669.44,0.24,996.06,502.86,1.59,-0.3,1320.69,6.91,1051.46,277.17
1677.19,0.22,996.05,493.3,1.69,-0.26,1298.2,6.85,1017.96,279.77
1574.4,0.17,996.03,489.35,1.57,-0.26,1277.54,6.51,1076.32,274.27
1541.68,0.14,996.03,511.21,1.69,-0.31,1279.55,6.07,1149.14,270.03
1545.16,0.08,996.04,509.91,1.51,-0.26,1291.16,6.69,1157.3,262.68
1495.79,0.1,996.04,549.48,1.29,-0.36,1353.64,6.66,1111.37,264.2
1467.86,0.1,996.09,530.55,1.34,-0.5,1353.73,6.54,1125.64,270.73
1488.41,0.15,996.09,535.9,1.32,-0.46,1335.75,6.58,1125.37,285.3
1485.06,0.05,996.08,532.14,1.45,-0.41,1307.71,6.18,1172.2,275.79
1470.54,0.03,996.09,489.27,1.59,-0.41,1307.89,5.73,1153.6,289.98
1431.14,0.03,996.11,475.27,1.59,-0.34,1284.35,5.94,1155.93,295.65
1460.18,0.1,996.11,496.89,1.41,-0.36,1240.88,5.39,1161.13,291.05
1487.21,0.1,996.11,544.16,1.41,-0.31,1262.6,5.19,1092.18,301.95
1510.23,0.04,996.13,489.79,1.44,-0.43,1240.7,4.73,1093.67,319.3
1407.25,0.04,996.13,466.88,1.56,-0.48,1312.32,6.07,1116.35,304.0
1440.77,0.03,996.07,454.47,1.49,-0.48,1268.65,6.44,1135.18,324.77
1426.29,0.01,996.07,440.48,1.47,-0.44,1247.33,7.26,1159.9,315.17
1467.6,0.08,996.05,444.79,1.37,-0.47,1268.28,7.45,1110.73,316.69
1442.88,-0.05,996.06,432.7,1.29,-0.47,1262.31,7.6,1020.45,329.99
1524.51,-0.03,996.08,443.66,1.29,-0.47,1307.66,6.72,1005.33,320.18
1541.23,0.0,996.07,399.05,1.25,-0.51,1419.07,6.64,946.8,288.19
